Date,Open,High,Low,Close,Commission,Slippage,Ticker
22-06-20,10318.75,10393.65039,10277.59961,10311.2002,31037.10059,155.185503,NSEI
23-06-20,10347.9502,10484.7002,10301.75,10471,31037.10059,155.185503,NSEI
24-06-20,10529.25,10553.15039,10281.9502,10305.29981,31037.10059,155.185503,NSEI
25-06-20,10235.54981,10361.79981,10194.5,10288.90039,31037.10059,155.185503,NSEI
26-06-20,10378.90039,10409.84961,10311.25,10383,31037.10059,155.185503,NSEI
29-06-20,10311.9502,10337.9502,10223.59961,10312.40039,31037.10059,155.185503,NSEI
30-06-20,10382.59961,10401.04981,10267.34961,10302.09961,31037.10059,155.185503,NSEI
01-07-20,10323.79981,10447.04981,10299.59961,10430.04981,31037.10059,155.185503,NSEI
02-07-20,10493.04981,10598.2002,10485.54981,10551.7002,31037.10059,155.185503,NSEI
03-07-20,10614.9502,10631.29981,10562.65039,10607.34961,31037.10059,155.185503,NSEI
06-07-20,10723.84961,10811.40039,10695.09961,10763.65039,31037.10059,155.185503,NSEI
07-07-20,10802.84961,10813.79981,10689.7002,10799.65039,31037.10059,155.185503,NSEI
08-07-20,10818.65039,10847.84961,10676.54981,10705.75,31037.10059,155.185503,NSEI
09-07-20,10755.54981,10836.84961,10733,10813.4502,31037.10059,155.185503,NSEI
10-07-20,10764.09961,10819.40039,10713,10768.04981,31037.10059,155.185503,NSEI
13-07-20,10851.84961,10894.04981,10756.04981,10802.7002,31037.10059,155.185503,NSEI
14-07-20,10750.84961,10755.65039,10562.90039,10607.34961,31037.10059,155.185503,NSEI
15-07-20,10701,10827.4502,10577.75,10618.2002,31037.10059,155.185503,NSEI
16-07-20,10706.2002,10755.29981,10595.2002,10739.9502,31037.10059,155.185503,NSEI
17-07-20,10752,10933.4502,10749.65039,10901.7002,31037.10059,155.185503,NSEI
20-07-20,10999.4502,11037.90039,10953,11022.2002,31037.10059,155.185503,NSEI
21-07-20,11126.09961,11179.54981,11113.25,11162.25,31037.10059,155.185503,NSEI
22-07-20,11231.2002,11238.09961,11056.54981,11132.59961,31037.10059,155.185503,NSEI
23-07-20,11135,11239.79981,11103.15039,11215.4502,31037.10059,155.185503,NSEI
24-07-20,11149.9502,11225.40039,11090.29981,11194.15039,31037.10059,155.185503,NSEI
27-07-20,11225,11225,11087.84961,11131.79981,31037.10059,155.185503,NSEI
28-07-20,11154.09961,11317.75,11151.40039,11300.54981,31037.10059,155.185503,NSEI
29-07-20,11276.90039,11341.40039,11149.75,11202.84961,31037.10059,155.185503,NSEI
30-07-20,11254.29981,11299.9502,11084.9502,11102.15039,31037.10059,155.185503,NSEI
31-07-20,11139.5,11150.40039,11026.65039,11073.4502,31037.10059,155.185503,NSEI
03-08-20,11057.54981,11058.04981,10882.25,10891.59961,31037.10059,155.185503,NSEI
04-08-20,10946.65039,11112.25,10908.09961,11095.25,31037.10059,155.185503,NSEI
05-08-20,11155.75,11225.65039,11064.04981,11101.65039,31037.10059,155.185503,NSEI
06-08-20,11185.7002,11256.79981,11127.29981,11200.15039,31037.10059,155.185503,NSEI
07-08-20,11186.65039,11231.90039,11142.04981,11214.04981,31037.10059,155.185503,NSEI
10-08-20,11270.25,11337.29981,11238,11270.15039,31037.10059,155.185503,NSEI
11-08-20,11322.25,11373.59961,11299.15039,11322.5,31037.10059,155.185503,NSEI
12-08-20,11289,11322,11242.65039,11308.40039,31037.10059,155.185503,NSEI
13-08-20,11334.84961,11359.29981,11269.9502,11300.4502,31037.10059,155.185503,NSEI
14-08-20,11353.29981,11366.25,11111.4502,11178.40039,31037.10059,155.185503,NSEI
17-08-20,11248.90039,11267.09961,11144.5,11247.09961,31037.10059,155.185503,NSEI
18-08-20,11259.79981,11401.7002,11253.15039,11385.34961,31037.10059,155.185503,NSEI
19-08-20,11452.15039,11460.34961,11394.09961,11408.40039,31037.10059,155.185503,NSEI
20-08-20,11317.4502,11361.4502,11289.79981,11312.2002,31037.10059,155.185503,NSEI
21-08-20,11409.65039,11418.5,11362.2002,11371.59961,31037.10059,155.185503,NSEI
24-08-20,11412,11497.25,11410.65039,11466.4502,31037.10059,155.185503,NSEI
25-08-20,11513.09961,11525.90039,11423.34961,11472.25,31037.10059,155.185503,NSEI
26-08-20,11512.84961,11561.75,11461.84961,11549.59961,31037.10059,155.185503,NSEI
27-08-20,11609.29981,11617.34961,11540.59961,11559.25,31037.10059,155.185503,NSEI
28-08-20,11602.9502,11686.04981,11589.40039,11647.59961,31037.10059,155.185503,NSEI
31-08-20,11777.54981,11794.25,11325.84961,11387.5,31037.10059,155.185503,NSEI
01-09-20,11464.29981,11553.54981,11366.90039,11470.25,31037.10059,155.185503,NSEI
02-09-20,11478.54981,11554.75,11430.40039,11535,31037.10059,155.185503,NSEI
03-09-20,11566.2002,11584.9502,11507.65039,11527.4502,31037.10059,155.185503,NSEI
04-09-20,11354.40039,11452.04981,11303.65039,11333.84961,31037.10059,155.185503,NSEI
07-09-20,11359.59961,11381.15039,11251.7002,11355.04981,31037.10059,155.185503,NSEI
08-09-20,11378.54981,11437.25,11290.4502,11317.34961,31037.10059,155.185503,NSEI
09-09-20,11218.59961,11298.15039,11185.15039,11278,31037.10059,155.185503,NSEI
10-09-20,11363.29981,11464.04981,11327.40039,11449.25,31037.10059,155.185503,NSEI
11-09-20,11447.79981,11493.5,11419.90039,11464.4502,31037.10059,155.185503,NSEI
14-09-20,11540.15039,11568.90039,11383.54981,11440.04981,31037.10059,155.185503,NSEI
15-09-20,11487.2002,11535.9502,11442.25,11521.79981,31037.10059,155.185503,NSEI
16-09-20,11538.4502,11618.09961,11516.75,11604.54981,31037.10059,155.185503,NSEI
17-09-20,11539.40039,11587.2002,11498.5,11516.09961,31037.10059,155.185503,NSEI
18-09-20,11584.09961,11584.09961,11446.09961,11504.9502,31037.10059,155.185503,NSEI
21-09-20,11503.79981,11535.25,11218.5,11250.54981,31037.10059,155.185503,NSEI
22-09-20,11301.75,11302.2002,11084.65039,11153.65039,31037.10059,155.185503,NSEI
23-09-20,11258.75,11259.54981,11024.40039,11131.84961,31037.10059,155.185503,NSEI
24-09-20,11011,11015.29981,10790.2002,10805.54981,31037.10059,155.185503,NSEI
25-09-20,10910.40039,11072.59961,10854.84961,11050.25,31037.10059,155.185503,NSEI
28-09-20,11140.84961,11239.34961,11099.84961,11227.54981,31037.10059,155.185503,NSEI
29-09-20,11288.59961,11305.40039,11181,11222.40039,31037.10059,155.185503,NSEI
30-09-20,11244.4502,11295.40039,11184.54981,11247.54981,31037.10059,155.185503,NSEI
01-10-20,11364.4502,11428.59961,11347.04981,11416.9502,31037.10059,155.185503,NSEI
05-10-20,11487.79981,11578.04981,11452.29981,11503.34961,31037.10059,155.185503,NSEI
06-10-20,11603.4502,11680.29981,11564.29981,11662.40039,31037.10059,155.185503,NSEI
07-10-20,11679.25,11763.04981,11629.34961,11738.84961,31037.10059,155.185503,NSEI
08-10-20,11835.40039,11905.7002,11791.15039,11834.59961,31037.10059,155.185503,NSEI
09-10-20,11852.04981,11938.59961,11805.2002,11914.2002,31037.10059,155.185503,NSEI
12-10-20,11973.54981,12022.04981,11867.2002,11930.9502,31037.10059,155.185503,NSEI
13-10-20,11934.65039,11988.2002,11888.90039,11934.5,31037.10059,155.185503,NSEI
14-10-20,11917.40039,11997.2002,11822.15039,11971.04981,31037.10059,155.185503,NSEI
15-10-20,12023.4502,12025.4502,11661.29981,11680.34961,31037.10059,155.185503,NSEI
16-10-20,11727.40039,11789.75,11667.84961,11762.4502,31037.10059,155.185503,NSEI
19-10-20,11879.2002,11898.25,11820.40039,11873.04981,31037.10059,155.185503,NSEI
20-10-20,11861,11949.25,11837.25,11896.79981,31037.10059,155.185503,NSEI
21-10-20,11958.54981,12018.65039,11775.75,11937.65039,31037.10059,155.185503,NSEI
22-10-20,11890,11939.54981,11823.4502,11896.4502,31037.10059,155.185503,NSEI
23-10-20,11957.90039,11974.54981,11908.75,11930.34961,31037.10059,155.185503,NSEI
26-10-20,11937.40039,11942.84961,11711.7002,11767.75,31037.10059,155.185503,NSEI
27-10-20,11807.09961,11899.04981,11723,11889.40039,31037.10059,155.185503,NSEI
28-10-20,11922.59961,11929.40039,11684.84961,11729.59961,31037.10059,155.185503,NSEI
29-10-20,11633.29981,11744.15039,11606.4502,11670.79981,31037.10059,155.185503,NSEI
30-10-20,11678.4502,11748.9502,11535.4502,11642.40039,31037.10059,155.185503,NSEI
02-11-20,11697.34961,11725.65039,11557.40039,11669.15039,31037.10059,155.185503,NSEI
03-11-20,11734.4502,11836.2002,11723.29981,11813.5,31037.10059,155.185503,NSEI
04-11-20,11783.34961,11929.65039,11756.40039,11908.5,31037.10059,155.185503,NSEI
05-11-20,12062.40039,12131.09961,12027.59961,12120.29981,31037.10059,155.185503,NSEI
06-11-20,12156.65039,12280.40039,12131.84961,12263.54981,31037.10059,155.185503,NSEI
09-11-20,12399.40039,12474.04981,12367.34961,12461.04981,31037.10059,155.185503,NSEI
10-11-20,12556.40039,12643.90039,12475.25,12631.09961,31037.10059,155.185503,NSEI
11-11-20,12680.59961,12769.75,12571.09961,12749.15039,31037.10059,155.185503,NSEI
12-11-20,12702.15039,12741.15039,12624.84961,12690.79981,31037.10059,155.185503,NSEI
13-11-20,12659.7002,12735.9502,12607.7002,12719.9502,31037.10059,155.185503,NSEI
14-11-20,null,null,null,null,31037.10059,155.185503,NSEI
17-11-20,12932.5,12934.04981,12797.09961,12874.2002,31037.10059,155.185503,NSEI
18-11-20,12860.09961,12948.84961,12819.34961,12938.25,31037.10059,155.185503,NSEI
19-11-20,12839.5,12963,12745.75,12771.7002,31037.10059,155.185503,NSEI
20-11-20,12813.40039,12892.4502,12730.25,12859.04981,31037.10059,155.185503,NSEI
23-11-20,12960.29981,12968.84961,12825.7002,12926.4502,31037.10059,155.185503,NSEI
24-11-20,13002.59961,13079.09961,12978,13055.15039,31037.10059,155.185503,NSEI
25-11-20,13130,13145.84961,12833.65039,12858.40039,31037.10059,155.185503,NSEI
26-11-20,12906.4502,13018,12790.40039,12987,31037.10059,155.185503,NSEI
27-11-20,13012.04981,13035.29981,12914.29981,12968.9502,31037.10059,155.185503,NSEI
01-12-20,13062.2002,13128.40039,12962.79981,13109.04981,31037.10059,155.185503,NSEI
02-12-20,13121.40039,13128.5,12983.54981,13113.75,31037.10059,155.185503,NSEI
03-12-20,13215.29981,13216.59961,13107.90039,13133.90039,31037.10059,155.185503,NSEI
04-12-20,13177.40039,13280.04981,13152.84961,13258.54981,31037.10059,155.185503,NSEI
07-12-20,13264.84961,13366.65039,13241.9502,13355.75,31037.10059,155.185503,NSEI
08-12-20,13393.84961,13435.4502,13311.04981,13392.9502,31037.10059,155.185503,NSEI
09-12-20,13458.09961,13548.90039,13449.59961,13529.09961,31037.10059,155.185503,NSEI
10-12-20,13488.5,13503.54981,13399.29981,13478.29981,31037.10059,155.185503,NSEI
11-12-20,13512.29981,13579.34961,13402.84961,13513.84961,31037.10059,155.185503,NSEI
14-12-20,13571.4502,13597.5,13472.4502,13558.15039,31037.10059,155.185503,NSEI
15-12-20,13547.2002,13589.65039,13447.04981,13567.84961,31037.10059,155.185503,NSEI
16-12-20,13663.09961,13692.34961,13606.4502,13682.7002,31037.10059,155.185503,NSEI
17-12-20,13713.54981,13773.25,13673.54981,13740.7002,31037.10059,155.185503,NSEI
18-12-20,13764.40039,13772.84961,13658.59961,13760.54981,31037.10059,155.185503,NSEI
21-12-20,13741.90039,13777.5,13131.4502,13328.40039,31037.10059,155.185503,NSEI
22-12-20,13373.65039,13492.04981,13192.90039,13466.29981,31037.10059,155.185503,NSEI
23-12-20,13473.5,13619.4502,13432.2002,13601.09961,31037.10059,155.185503,NSEI
24-12-20,13672.15039,13771.75,13626.90039,13749.25,31037.10059,155.185503,NSEI
28-12-20,13815.15039,13885.29981,13811.54981,13873.2002,31037.10059,155.185503,NSEI
29-12-20,13910.34961,13967.59961,13859.90039,13932.59961,31037.10059,155.185503,NSEI
30-12-20,13980.90039,13997,13864.9502,13981.9502,31037.10059,155.185503,NSEI
31-12-20,13970,14024.84961,13936.4502,13981.75,31037.10059,155.185503,NSEI
01-01-21,13996.09961,14049.84961,13991.34961,14018.5,31037.10059,155.185503,NSEI
04-01-21,14104.34961,14147.9502,13953.75,14132.90039,31037.10059,155.185503,NSEI
05-01-21,14075.15039,14215.59961,14048.15039,14199.5,31037.10059,155.185503,NSEI
06-01-21,14240.9502,14244.15039,14039.90039,14146.25,31037.10059,155.185503,NSEI
07-01-21,14253.75,14256.25,14123.09961,14137.34961,31037.10059,155.185503,NSEI
08-01-21,14258.40039,14367.29981,14221.65039,14347.25,31037.10059,155.185503,NSEI
11-01-21,14474.04981,14498.2002,14383.09961,14484.75,31037.10059,155.185503,NSEI
12-01-21,14473.79981,14590.65039,14432.84961,14563.4502,31037.10059,155.185503,NSEI
13-01-21,14639.79981,14653.34961,14435.7002,14564.84961,31037.10059,155.185503,NSEI
14-01-21,14550.04981,14617.79981,14471.5,14595.59961,31037.10059,155.185503,NSEI
15-01-21,14594.34961,14617.4502,14357.84961,14433.7002,31037.10059,155.185503,NSEI
18-01-21,14453.29981,14459.15039,14222.79981,14281.29981,31037.10059,155.185503,NSEI
19-01-21,14371.65039,14546.04981,14350.84961,14521.15039,31037.10059,155.185503,NSEI
20-01-21,14538.29981,14666.4502,14517.54981,14644.7002,31037.10059,155.185503,NSEI
21-01-21,14730.9502,14753.54981,14517.25,14590.34961,31037.10059,155.185503,NSEI
22-01-21,14583.40039,14619.90039,14357.75,14371.90039,31037.10059,155.185503,NSEI
25-01-21,14477.79981,14491.09961,14218.59961,14238.90039,31037.10059,155.185503,NSEI
27-01-21,14237.9502,14237.9502,13929.29981,13967.5,31037.10059,155.185503,NSEI
28-01-21,13810.40039,13898.25,13713.25,13817.54981,31037.10059,155.185503,NSEI
29-01-21,13946.59961,13966.84961,13596.75,13634.59961,31037.10059,155.185503,NSEI
01-02-21,13758.59961,14336.34961,13661.75,14281.2002,31037.10059,155.185503,NSEI
02-02-21,14481.09961,14731.7002,14469.15039,14647.84961,31037.10059,155.185503,NSEI
03-02-21,14754.90039,14868.84961,14574.15039,14789.9502,31037.10059,155.185503,NSEI
04-02-21,14789.04981,14913.7002,14714.75,14895.65039,31037.10059,155.185503,NSEI
05-02-21,14952.59961,15014.65039,14864.75,14924.25,31037.10059,155.185503,NSEI
08-02-21,15064.29981,15159.90039,15041.04981,15115.79981,31037.10059,155.185503,NSEI
09-02-21,15164.15039,15257.09961,15064.29981,15109.29981,31037.10059,155.185503,NSEI
10-02-21,15119.04981,15168.25,14977.2002,15106.5,31037.10059,155.185503,NSEI
11-02-21,15073.25,15188.5,15065.40039,15173.29981,31037.10059,155.185503,NSEI
12-02-21,15186.2002,15243.5,15081,15163.29981,31037.10059,155.185503,NSEI
15-02-21,15270.29981,15340.15039,15243.40039,15314.7002,31037.10059,155.185503,NSEI
16-02-21,15371.4502,15431.75,15242.2002,15313.4502,31037.10059,155.185503,NSEI
17-02-21,15279.90039,15314.29981,15170.75,15208.90039,31037.10059,155.185503,NSEI
18-02-21,15238.7002,15250.75,15078.04981,15118.9502,31037.10059,155.185503,NSEI
19-02-21,15074.79981,15144.04981,14898.2002,14981.75,31037.10059,155.185503,NSEI
22-02-21,14999.04981,15010.09961,14635.04981,14675.7002,31037.10059,155.185503,NSEI
23-02-21,14782.25,14854.5,14651.84961,14707.79981,31037.10059,155.185503,NSEI
24-02-21,14729.15039,15008.79981,14504.5,14982,31037.10059,155.185503,NSEI
25-02-21,15079.84961,15176.5,15065.34961,15097.34961,31037.10059,155.185503,NSEI
26-02-21,14888.59961,14919.4502,14467.75,14529.15039,31037.10059,155.185503,NSEI
01-03-21,14702.5,14806.79981,14638.54981,14761.54981,31037.10059,155.185503,NSEI
02-03-21,14865.29981,14959.09961,14760.79981,14919.09961,31037.10059,155.185503,NSEI
03-03-21,15064.40039,15273.15039,14995.79981,15245.59961,31037.10059,155.185503,NSEI
04-03-21,15026.75,15202.34961,14980.2002,15080.75,31037.10059,155.185503,NSEI
05-03-21,14977.9502,15092.34961,14862.09961,14938.09961,31037.10059,155.185503,NSEI
08-03-21,15002.4502,15111.15039,14919.90039,14956.2002,31037.10059,155.185503,NSEI
09-03-21,15049.90039,15126.84961,14925.4502,15098.40039,31037.10059,155.185503,NSEI
10-03-21,15202.15039,15218.4502,15100.84961,15174.79981,31037.10059,155.185503,NSEI
12-03-21,15321.15039,15336.29981,14953.59961,15030.9502,31037.10059,155.185503,NSEI
15-03-21,15048.40039,15048.40039,14745.84961,14929.5,31037.10059,155.185503,NSEI
16-03-21,14996.09961,15051.59961,14890.65039,14910.4502,31037.10059,155.185503,NSEI
17-03-21,14946.54981,14956.54981,14696.04981,14721.29981,31037.10059,155.185503,NSEI
18-03-21,14855.5,14875.2002,14478.59961,14557.84961,31037.10059,155.185503,NSEI
19-03-21,14471.15039,14788.25,14350.09961,14744,31037.10059,155.185503,NSEI
22-03-21,14736.29981,14763.90039,14597.84961,14736.40039,31037.10059,155.185503,NSEI
23-03-21,14768.54981,14878.59961,14707,14814.75,31037.10059,155.185503,NSEI
24-03-21,14712.4502,14752.34961,14535,14549.40039,31037.10059,155.185503,NSEI
25-03-21,14570.90039,14575.59961,14264.40039,14324.90039,31037.10059,155.185503,NSEI
26-03-21,14506.29981,14572.90039,14414.25,14507.29981,31037.10059,155.185503,NSEI
30-03-21,14628.5,14876.29981,14617.59961,14845.09961,31037.10059,155.185503,NSEI
31-03-21,14811.84961,14813.75,14670.25,14690.7002,31037.10059,155.185503,NSEI
01-04-21,14798.40039,14883.2002,14692.4502,14867.34961,31037.10059,155.185503,NSEI
05-04-21,14837.7002,14849.84961,14459.5,14637.79981,31037.10059,155.185503,NSEI
06-04-21,14737,14779.09961,14573.90039,14683.5,31037.10059,155.185503,NSEI
07-04-21,14716.4502,14879.79981,14649.84961,14819.04981,31037.10059,155.185503,NSEI
08-04-21,14875.65039,14984.15039,14821.09961,14873.79981,31037.10059,155.185503,NSEI
09-04-21,14882.65039,14918.4502,14785.65039,14834.84961,31037.10059,155.185503,NSEI
12-04-21,14644.65039,14652.5,14248.7002,14310.79981,31037.10059,155.185503,NSEI
13-04-21,14364.90039,14528.90039,14274.90039,14504.79981,31037.10059,155.185503,NSEI
15-04-21,14522.40039,14597.54981,14353.2002,14581.4502,31037.10059,155.185503,NSEI
16-04-21,14599.59961,14697.7002,14559,14617.84961,31037.10059,155.185503,NSEI
19-04-21,14306.59961,14382.29981,14191.40039,14359.4502,31037.10059,155.185503,NSEI
20-04-21,14526.7002,14526.9502,14207.29981,14296.40039,31037.10059,155.185503,NSEI
22-04-21,14219.15039,14424.75,14151.40039,14406.15039,31037.10059,155.185503,NSEI
23-04-21,14326.34961,14461.15039,14273.29981,14341.34961,31037.10059,155.185503,NSEI
26-04-21,14449.4502,14557.5,14421.29981,14485,31037.10059,155.185503,NSEI
27-04-21,14493.79981,14667.54981,14484.84961,14653.04981,31037.10059,155.185503,NSEI
28-04-21,14710.5,14890.25,14694.9502,14864.54981,31037.10059,155.185503,NSEI
29-04-21,14979,15044.34961,14814.4502,14894.90039,31037.10059,155.185503,NSEI
30-04-21,14747.34961,14855.4502,14601.7002,14631.09961,31037.10059,155.185503,NSEI
03-05-21,14481.04981,14673.84961,14416.25,14634.15039,31037.10059,155.185503,NSEI
04-05-21,14687.25,14723.40039,14461.5,14496.5,31037.10059,155.185503,NSEI
05-05-21,14604.15039,14637.90039,14506.59961,14617.84961,31037.10059,155.185503,NSEI
06-05-21,14668.34961,14743.90039,14611.5,14724.79981,31037.10059,155.185503,NSEI
07-05-21,14816.84961,14863.04981,14765.5,14823.15039,31037.10059,155.185503,NSEI
10-05-21,14928.25,14966.90039,14892.5,14942.34961,31037.10059,155.185503,NSEI
11-05-21,14789.7002,14900,14771.40039,14850.75,31037.10059,155.185503,NSEI
12-05-21,14823.54981,14824.04981,14649.7002,14696.5,31037.10059,155.185503,NSEI
14-05-21,14749.40039,14749.65039,14591.90039,14677.79981,31037.10059,155.185503,NSEI
17-05-21,14756.25,14938,14725.34961,14923.15039,31037.10059,155.185503,NSEI
18-05-21,15067.2002,15137.25,15043.7002,15108.09961,31037.10059,155.185503,NSEI
19-05-21,15058.59961,15133.40039,15008.84961,15030.15039,31037.10059,155.185503,NSEI
20-05-21,15042.59961,15069.79981,14884.90039,14906.04981,31037.10059,155.185503,NSEI
21-05-21,14987.79981,15190,14985.84961,15175.29981,31037.10059,155.185503,NSEI
24-05-21,15211.34961,15256.25,15145.4502,15197.7002,31037.10059,155.185503,NSEI
25-05-21,15291.75,15293.84961,15163.40039,15208.4502,31037.10059,155.185503,NSEI
26-05-21,15257.04981,15319.90039,15194.9502,15301.4502,31037.10059,155.185503,NSEI
27-05-21,15323.9502,15384.54981,15272.5,15337.84961,31037.10059,155.185503,NSEI
28-05-21,15421.2002,15469.65039,15394.75,15435.65039,31037.10059,155.185503,NSEI
31-05-21,15437.75,15606.34961,15374,15582.79981,31037.10059,155.185503,NSEI
01-06-21,15629.65039,15660.75,15528.29981,15574.84961,31037.10059,155.185503,NSEI
02-06-21,15520.34961,15597.4502,15459.84961,15576.2002,31037.10059,155.185503,NSEI
03-06-21,15655.54981,15705.09961,15611,15690.34961,31037.10059,155.185503,NSEI
04-06-21,15712.5,15733.59961,15622.34961,15670.25,31037.10059,155.185503,NSEI
07-06-21,15725.09961,15773.4502,15678.09961,15751.65039,31037.10059,155.185503,NSEI
08-06-21,15773.90039,15778.79981,15680,15740.09961,31037.10059,155.185503,NSEI
09-06-21,15766.29981,15800.4502,15566.90039,15635.34961,31037.10059,155.185503,NSEI
10-06-21,15692.09961,15751.25,15648.5,15737.75,31037.10059,155.185503,NSEI
11-06-21,15796.4502,15835.54981,15749.79981,15799.34961,31037.10059,155.185503,NSEI
14-06-21,15791.40039,15823.04981,15606.5,15811.84961,31037.10059,155.185503,NSEI
15-06-21,15866.9502,15901.59961,15842.40039,15869.25,31037.10059,155.185503,NSEI
16-06-21,15847.5,15880.84961,15742.59961,15767.54981,31037.10059,155.185503,NSEI
17-06-21,15648.29981,15769.34961,15616.75,15691.40039,31037.10059,155.185503,NSEI
18-06-21,15756.5,15761.5,15450.90039,15683.34961,31037.10059,155.185503,NSEI
